phase,concurrency,index,state_sha256,requested_k,dispatched,http_status,controller_tokens,controller_tokens_known,estimated_cost_usd,controller_cost_known,status,request_id,decision,queue_seconds,batch_inference_seconds,latency_seconds,batch_size,token_accounting,decision_source,effective_k,checkpoint_stage,client_latency_seconds
load,4,5,ed9348c8e5e89cb77f324079733637302f2aec915c7db5b9134896a260098940,2,True,200,304,True,0.0,True,measured,1b25c936-b830-4c42-be63-5b7f61f2b825,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.5518714189529419, 'terminate': False}",0.0005664170021191239,0.005263083963654935,0.0058947919751517475,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.008631834003608674
load,4,6,486dff0606de75291d612e358a251d5f3e8bed406ecec9d75d3d476791395c60,2,True,200,314,True,0.0,True,measured,45e3ba7a-351c-449e-858d-fc9bcabbe94d,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.45665013790130615, 'terminate': False}",0.0002608749782666564,0.005263083963654935,0.00558924995129928,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.008838000008836389
load,4,7,6e8f3ebe6c97af1f0f82d419f01685732b44fa795fc6eb1342060b74029dd2c4,2,True,200,236,True,0.0,True,measured,8e0f536d-2ad3-43e3-8d8a-4cff25604ac6,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.3659859895706177, 'terminate': False}",3.875000402331352e-05,0.005263083963654935,0.005367124977055937,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.008592208032496274
load,4,8,b60eac81d4ede4c34d201ea61a6b6244186a3639f3f785f04a15dc17e8341f53,2,True,200,238,True,0.0,True,measured,445e22ce-9ffa-4de1-8370-5a8fea26c4c9,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.28549057245254517, 'terminate': False}",0.0012569579994305968,0.004789541999343783,0.00611679203575477,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.008351792057510465
load,4,9,d57bfcc5d1cc402dd1f2cbf3db08b4ad4eb915ffccb1a38f329c56c5191e5b6e,2,True,200,241,True,0.0,True,measured,0ee5557b-bf67-4425-a731-8915c9620d8a,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.5549197196960449, 'terminate': False}",0.0005938329850323498,0.004789541999343783,0.005453667021356523,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.008283832983579487
load,4,10,bf6bfb003ad7c9b2a2ee3bf893088cc4871b88fd52e20a35ac86bc11ff424a6e,2,True,200,243,True,0.0,True,measured,4d0a307e-d6e7-4152-ab5e-11d365e5c5d6,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.7446027994155884, 'terminate': False}",0.00023424997925758362,0.004789541999343783,0.005094084015581757,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.00835904199630022
load,4,11,04287a593b1ee624dfa2fb2b73414cda1196714dd462a56fc9185b5d4742a15b,2,True,200,351,True,0.0,True,measured,e8b703ce-8f38-425b-9d82-b287952574d9,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.4880511164665222, 'terminate': False}",4.454096779227257e-05,0.004789541999343783,0.004904375004116446,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.00832108297618106
load,4,12,e310ecc64c0dce6e2309ef6a84fa676181bc332a82e0637b66ad462fb6c27163,2,True,200,270,True,0.0,True,measured,4d87e08e-5d61-4c87-903b-8ca35003df88,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.5525628924369812, 'terminate': False}",0.001463041000533849,0.005514958000276238,0.007089415972586721,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.009665707999374717
load,4,13,0c660fe4ba34d40dbfe82bf183955495a23b77272657e88646ee42d7ed5739d0,2,True,200,313,True,0.0,True,measured,d596a592-f511-411a-85fb-665abda3c57d,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.5685458779335022, 'terminate': False}",0.0008557910332456231,0.005514958000276238,0.006482166005298495,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.009422499977517873
load,4,14,dc07b546f64239a92baf724e4a84e79c8a8a4a0ff5b099074b7f40e6c51b7ad2,2,True,200,284,True,0.0,True,measured,79b21652-55be-4f63-a0f9-83042f7a330e,"{'selected_agents': ['retriever'], 'execution_mode': 'parallel', 'confidence': 0.30364173650741577, 'terminate': False}",0.00021895801182836294,0.005514958000276238,0.005845332983881235,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.009222584019880742
load,4,15,62df330d8ded167cb043dd239cbff4a4d4eda2b6926ef0d202df78b249c938bf,2,True,200,324,True,0.0,True,measured,d6313cf1-0aee-4e4b-8090-eefeab74f3ad,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.3313412666320801, 'terminate': False}",4.1791005060076714e-05,0.005514958000276238,0.005668165977112949,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.009430999984033406
load,4,16,f5d62cec7502c34a485901021936a44c330e2843f9a92b34b8d868047e138393,2,True,200,310,True,0.0,True,measured,862deda2-8800-45c9-a8fd-852776f5b323,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.5003144145011902, 'terminate': False}",0.0007841669721528888,0.004658624995499849,0.005514624994248152,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.007852874987293035
load,4,17,ed9348c8e5e89cb77f324079733637302f2aec915c7db5b9134896a260098940,2,True,200,304,True,0.0,True,measured,b580863d-fbd8-4133-bc4a-0b6931fbdd8f,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.5518714189529419, 'terminate': False}",0.0004866669769398868,0.004658624995499849,0.00521712499903515,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.007750000047963113
load,4,18,486dff0606de75291d612e358a251d5f3e8bed406ecec9d75d3d476791395c60,2,True,200,314,True,0.0,True,measured,f86d6ca1-f43a-4b45-807c-c887610996c5,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.45665013790130615, 'terminate': False}",4.21669683419168e-05,0.004658624995499849,0.00477262499043718,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.008114291995298117
load,4,19,6e8f3ebe6c97af1f0f82d419f01685732b44fa795fc6eb1342060b74029dd2c4,2,True,200,236,True,0.0,True,measured,345eb5dc-9bd1-4a58-a6e1-5ffe9ba76581,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.3659859895706177, 'terminate': False}",0.00021437497343868017,0.004658624995499849,0.004944832995533943,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.007343375007621944
load,4,20,b60eac81d4ede4c34d201ea61a6b6244186a3639f3f785f04a15dc17e8341f53,2,True,200,238,True,0.0,True,measured,3c53dd8a-540c-45d2-a411-18d831ac593c,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.28549057245254517, 'terminate': False}",0.0012174579896964133,0.0040933749987743795,0.005368750018533319,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.007332749955821782
load,4,21,d57bfcc5d1cc402dd1f2cbf3db08b4ad4eb915ffccb1a38f329c56c5191e5b6e,2,True,200,241,True,0.0,True,measured,1e0eaa04-d4dd-4807-a7a7-42f800f877fc,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.5549197196960449, 'terminate': False}",0.0005264169885776937,0.0040933749987743795,0.0046777090174146,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.007049541978631169
load,4,22,bf6bfb003ad7c9b2a2ee3bf893088cc4871b88fd52e20a35ac86bc11ff424a6e,2,True,200,243,True,0.0,True,measured,c7da7a31-f6ef-40b6-94a3-346938757674,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.7446027994155884, 'terminate': False}",4.137499490752816e-05,0.0040933749987743795,0.004192667023744434,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.007053042005281895
load,4,23,04287a593b1ee624dfa2fb2b73414cda1196714dd462a56fc9185b5d4742a15b,2,True,200,351,True,0.0,True,measured,f2759342-af3e-4178-99b0-7d99518268dd,"{'selected_agents': ['coder', 'critic'], 'execution_mode': 'parallel', 'confidence': 0.4880511164665222, 'terminate': False}",0.0002603749744594097,0.0040933749987743795,0.004411667003296316,4,whole-state lexical token proxy; no language-model tokenization,model,2,sft,0.006562791997566819
